report_date,client_id,col1454,col2174,col2182,col2190,col2220,col2221,col2222,col2292,col2293,col2294,col2316,col2317,col2318,col2340,col2341,col2342,col2366,col2388,col2389,col2390,col2470,col2663
2022-08-01,1149,c14d4089-5463-4868-95cb-42d7f9c969df,7.0,3.0,2.0,13189780.6,10000.0,2868439.11285714,12.0,7.0,9.857142857142858,345797.0,132033.0,252928.14285714,13762720.6,7304065.56,10885970.95428571,2.0,55.32,39.4,46.28,94.0,0.2569190620677391
2022-08-01,1150,c1670916-ca54-48d3-bd7f-da98d19a773d,9.0,3.0,3.0,26346180.55,30000.0,8057529.59111111,24.0,6.0,15.666666666666666,433435.0,395723.0,409053.0,29213519.0,24059958.4,26739381.7,2.0,67.7,60.8,65.3,102.0,0.3397996299534702
2022-03-01,1151,c1fb57c7-f6fc-4c55-aa3d-bdca8bba1b75,3.0,1.0,1.0,4658894.14,10000.0,1562631.38,15.0,15.0,15.0,198967.0,198967.0,198967.0,4413088.06,4413088.06,4413088.06,1.0,22.18,22.18,22.18,66.0,0.2562613816564786
2021-06-01,1153,c2a0d30a-6169-42f4-bc92-5b3527e107e6,6.0,2.0,2.0,4332473.63,5000.0,1442471.28,10.0,10.0,10.0,174304.0,172298.0,173301.0,4567619.98,4502272.32,4534946.15,1.0,26.51,25.83,26.17,194.0,0.2562613816564786
2023-02-01,1154,c2d7fe76-8d2e-476c-b265-3f831b5e39ff,12.0,4.0,4.0,12003392.52,5000.0,3079329.00916667,25.0,20.0,23.0,263111.0,193488.0,239653.75,11086862.4,6539875.0,8326111.8125,1.25,57.3,25.0,36.2875,366.0,0.2570165748042274
2022-11-01,1155,c34e93ce-19cd-ec11-b822-005056b8a6d9,3.0,1.0,1.0,7390035.93,10000.0,2473345.31,8.0,8.0,8.0,162479.0,162479.0,162479.0,6239193.6,6239193.6,6239193.6,1.0,38.4,38.4,38.4,96.0,0.2570165748042274
2022-06-01,1157,c499a032-76b3-4615-bc95-d90d18afcc41,3.0,1.0,1.0,19484049.38,27000.0,6513683.12666667,7.0,7.0,7.0,375724.0,375724.0,375724.0,20927826.8,20927826.8,20927826.8,2.0,55.7,55.7,55.7,191.0,0.2567183659523679
2021-09-01,1158,c535ffef-68f8-488e-a778-7cab426590dd,3.0,1.0,2.0,6477502.46,10500.0,4321834.97333333,4.0,4.0,4.0,161295.0,161295.0,161295.0,6887296.5,6887296.5,6887296.5,1.0,42.82,42.82,42.82,,0.2562613816564786
2022-09-01,1159,c612f38b-51d8-ec11-b822-005056b8a6d9,3.0,1.0,1.0,14705306.59,10000.0,4911768.86333333,2.0,2.0,2.0,186176.0,186176.0,186176.0,13791918.08,13791918.08,13791918.08,3.0,74.08,74.08,74.08,53.0,0.258239748477008
2022-07-01,1160,c659f9ff-6489-4565-aecc-f35913bd094a,3.0,1.0,1.0,4796826.4,10000.0,1608608.8,17.0,17.0,17.0,193467.0,193467.0,193467.0,4223384.61,4223384.61,4223384.61,1.0,21.83,21.83,21.83,198.0,0.2575564927557706
2023-01-01,1162,c7bde9d8-0132-4b83-b046-1d837e9b5189,2.0,1.0,1.0,4754761.73,10000.0,2382380.865,6.0,6.0,6.0,148045.0,148045.0,148045.0,4861797.8,4861797.8,4861797.8,1.0,32.84,32.84,32.84,529.0,0.2562613816564786
2022-04-01,1163,c7e64580-e0b3-4ecc-9286-9553c759efc6,6.0,2.0,2.0,7476623.05,5000.0,2466688.62833333,9.0,8.0,8.5,227651.0,227090.0,227370.5,7398657.5,7380425.0,7389541.25,1.0,32.5,32.5,32.5,113.0,0.2790918019190057
2022-02-01,1164,c839c391-af0f-4b6d-a0bf-26587f155bda,55.0,21.0,17.0,8307179.31,0.0,1136806.15745455,30.0,17.0,24.21818181818182,243932.0,98445.0,152559.25454545,8127814.24,227407.95,3620305.91945455,1.0,34.49,2.31,18.17763636363636,215.0,0.2748381234054201
2023-01-01,1165,c8bea9bf-e458-ed11-b823-005056b825cd,3.0,1.0,1.0,6603609.83,10000.0,2211203.27666667,12.0,12.0,12.0,182455.0,182455.0,182455.0,7031815.7,7031815.7,7031815.7,1.0,38.54,38.54,38.54,53.0,0.2610884673785594
2022-09-01,1166,c8fa73fb-fcc6-ec11-b822-005056b8a6d9,6.0,2.0,2.0,7264362.74,5000.0,2191811.52,20.0,8.0,14.0,277898.0,142537.0,210217.5,7022482.46,6111986.56,6567234.51,1.5,42.88,25.27,34.075,111.0,0.2562613816564786
2022-07-01,1167,c915b993-00a0-4bde-811f-6b8e00136083,3.0,1.0,1.0,7382765.47,10000.0,2473255.15666667,20.0,20.0,20.0,255249.0,255249.0,255249.0,6593081.67,6593081.67,6593081.67,1.0,25.83,25.83,25.83,184.0,0.2567183659523679
2023-01-01,1169,c9a46cd2-4acc-ec11-b822-005056b8a6d9,11.0,4.0,2.0,10495728.76,10000.0,2450211.845,12.0,6.0,10.090909090909092,303592.0,279114.0,287688.18181818,9657344.4,8170878.18,9129940.66727273,1.0,34.6,27.77,31.82818181818182,212.0,0.2618002253610071
2022-01-01,1170,cac6ecd2-1a1b-487f-b61a-09a774e82452,4.0,2.0,2.0,3889335.98,10000.0,1929517.8325,22.0,7.0,14.5,180556.0,168308.0,174432.0,4104037.88,4019195.04,4061616.46,1.0,23.88,22.73,23.305,153.0,0.2577329932764742
2022-04-01,1172,cc117b8a-5f4f-4c85-b505-5cefcd2eb200,3.0,1.0,1.0,4901670.63,10000.0,1643890.21,9.0,9.0,9.0,182337.0,182337.0,182337.0,4144520.01,4144520.01,4144520.01,1.0,22.73,22.73,22.73,23.0,0.2562613816564786
2022-11-01,1173,cc87a239-4c92-45bf-a85c-0fbdd7f0b078,3.0,1.0,1.0,7099661.05,10000.0,2379887.01666667,15.0,15.0,15.0,258179.0,258179.0,258179.0,7716970.31,7716970.31,7716970.31,1.0,29.89,29.89,29.89,194.0,0.2569190620677391
2021-10-01,1174,cd08a1b8-5d8c-4042-b272-928184ac3245,4.0,2.0,1.0,5656145.53,10000.0,1425786.3825,8.0,-1.0,5.75,1397193.0,221232.0,515222.25,5617080.48,1397193.0,4562108.61,1.0,25.39,13.3,22.3675,89.0,0.2567183659523679
2022-11-01,1175,cdad5777-eca9-ec11-b822-005056b8a72c,3.0,1.0,1.0,5137394.24,10000.0,1722464.74666667,2.0,2.0,2.0,189939.0,189939.0,189939.0,4955508.51,4955508.51,4955508.51,1.0,26.09,26.09,26.09,213.0,0.2569190620677391
2022-11-01,1177,d0fc99f8-7b33-ed11-b824-005056b89b68,3.0,1.0,1.0,8528327.17,10000.0,2852775.72333333,5.0,5.0,5.0,195669.0,195669.0,195669.0,6826891.41,6826891.41,6826891.41,1.0,34.89,34.89,34.89,38.0,0.2570165748042274
2021-10-01,1178,d1eca106-313f-468d-93a6-1c2abdb4bc38,3.0,1.0,1.0,6224797.29,10000.0,2087265.76333333,6.0,6.0,6.0,169246.0,169246.0,169246.0,6558282.5,6558282.5,6558282.5,1.0,38.75,38.75,38.75,229.0,0.2562613816564786
2021-12-01,1179,d1edde68-a4b1-486e-91e2-32fafc11d8f6,2.0,1.0,1.0,6644779.54,10000.0,3327389.77,7.0,7.0,7.0,169581.0,169581.0,169581.0,6162573.54,6162573.54,6162573.54,1.0,36.34,36.34,36.34,165.0,0.2562613816564786
2022-02-01,1180,d21c32d0-658c-4fa3-84bb-0f4b1b79ed51,3.0,1.0,1.0,10555256.48,10000.0,3530752.16,16.0,16.0,16.0,183762.0,183762.0,183762.0,10097721.9,10097721.9,10097721.9,2.0,54.95,54.95,54.95,62.0,0.2635463822141338
2023-01-01,1183,d2b447fc-97c8-ec11-b823-005056b825cd,3.0,1.0,1.0,9822290.12,10000.0,3284096.70666667,10.0,10.0,10.0,199817.0,199817.0,199817.0,9403388.02,9403388.02,9403388.02,2.0,47.06,47.06,47.06,233.0,0.2647658259289708
2022-12-01,1184,d2e1d1f4-588d-48e9-ab1d-3a2d1e85edb0,2.0,1.0,1.0,8793125.53,50000.0,4421562.765,8.0,8.0,8.0,120331.0,120331.0,120331.0,8843125.19,8843125.19,8843125.19,3.0,73.49,73.49,73.49,410.0,0.2623966177184897
2021-08-01,1185,d36e01d0-e4f2-453c-83dc-8cdb21caca32,2.0,1.0,1.0,5734399.33,10000.0,2872199.665,8.0,8.0,8.0,194002.0,194002.0,194002.0,5744399.22,5744399.22,5744399.22,1.0,29.61,29.61,29.61,200.0,0.2562613816564786
2022-02-01,1186,d3ea19e1-caff-464d-b629-2adef7736bdf,4.0,2.0,1.0,8478420.17,10000.0,2131355.0425,8.0,5.0,7.25,217727.0,157871.0,172835.0,10932072.67,8706585.65,9262957.405,2.0,55.15,50.21,53.915,167.0,0.2532157349660566
2023-01-01,1187,d55bda5e-71b6-4ef6-9127-adc47cbcc100,2.0,1.0,1.0,5973927.38,10000.0,2991963.69,11.0,11.0,11.0,182522.0,182522.0,182522.0,6167418.38,6167418.38,6167418.38,1.0,33.79,33.79,33.79,557.0,0.2562613816564786
2021-12-01,1188,d5726dac-117d-4dee-a38c-635a11926ecd,3.0,2.0,1.0,3801433.33,10000.0,1273811.11,11.0,1.0,7.666666666666667,192793.0,190667.0,191375.66666667,3925265.48,3811433.33,3849377.38,1.0,20.36,19.99,20.11333333333333,172.0,0.2562613816564786
2022-11-01,1190,d7378c71-9953-449c-841d-8f1add4f2e00,3.0,1.0,1.0,4674188.14,10000.0,1570396.04666667,11.0,11.0,11.0,166401.0,166401.0,166401.0,4684188.15,4684188.15,4684188.15,1.0,28.15,28.15,28.15,689.0,0.2562613816564786
2022-03-01,1191,d97e2543-124c-4295-8a16-ef977c8cf4ac,4.0,2.0,1.0,10223961.68,10000.0,2567740.42,11.0,9.0,10.5,177253.0,165991.0,168806.5,10121146.3,9066428.42,9330107.89,2.0,57.1,54.62,55.24,156.0,0.2530169467321295
2022-03-01,1193,dbbac2ca-bf61-44c6-9e97-0aca0cfc2ea6,2.0,1.0,1.0,3975171.37,10000.0,1992585.685,8.0,8.0,8.0,171126.0,171126.0,171126.0,3882848.94,3882848.94,3882848.94,1.0,22.69,22.69,22.69,108.0,0.2562613816564786
2022-09-01,1194,dbc324ee-adc2-4442-8597-4de243d1a9eb,2.0,1.0,1.0,4429428.94,10000.0,2219714.47,9.0,9.0,9.0,177069.0,177069.0,177069.0,3957492.15,3957492.15,3957492.15,1.0,22.35,22.35,22.35,289.0,0.2647000834300873
2023-02-01,1196,dcadbc7a-536e-4a8f-a749-b71a31075144,3.0,1.0,1.0,16502740.38,27000.0,5519913.46,16.0,16.0,16.0,279641.0,279641.0,279641.0,18036844.5,18036844.5,18036844.5,2.0,64.5,64.5,64.5,796.0,0.2572174233749946
2022-06-01,1199,e1c0d77d-ec18-44c0-a422-3761f65a65fb,2.0,1.0,1.0,3803778.43,10000.0,1906889.215,19.0,19.0,19.0,183328.0,183328.0,183328.0,3950718.4,3950718.4,3950718.4,1.0,21.55,21.55,21.55,333.0,0.2641130745971226
2022-01-01,1201,e2d7b0d4-1129-45df-8692-869366039ecb,3.0,1.0,1.0,6386891.85,10000.0,2141297.28333333,27.0,27.0,27.0,182092.0,182092.0,182092.0,6396891.96,6396891.96,6396891.96,1.0,35.13,35.13,35.13,298.0,0.2562613816564786
2023-02-01,1202,e3900ec6-bb43-ed11-b824-005056b89b68,3.0,1.0,1.0,9646390.48,10000.0,3228796.82666667,20.0,20.0,20.0,214015.0,214015.0,214015.0,9159842.0,9159842.0,9159842.0,2.0,42.8,42.8,42.8,33.0,0.2655617879494062
2022-06-01,1204,e4acba68-bf7b-4195-a02e-9f08ea7937a0,5.0,1.0,2.0,10672378.53,10000.0,4282951.412,12.0,12.0,12.0,206412.0,206412.0,206412.0,11418711.84,11418711.84,11418711.84,2.0,55.32,55.32,55.32,12.0,0.2583502282118447
2022-04-01,1205,e4b64a43-4025-43c4-aad4-ee60b21c33e3,3.0,1.0,1.0,8910873.99,10000.0,2982624.66333333,20.0,20.0,20.0,214023.0,214023.0,214023.0,8312653.32,8312653.32,8312653.32,1.0,38.84,38.84,38.84,128.0,0.2560610222605129
2022-05-01,1207,e5031b7f-6a9a-4609-a025-e0f09d071597,4.0,2.0,1.0,5359129.94,10000.0,1351532.485,16.0,13.0,15.25,238479.0,224727.0,228165.0,8475543.66,5678851.29,6378024.3825,1.0,35.54,25.27,27.8375,275.0,0.2562613816564786
2022-04-01,1208,e53c93e1-d15e-450f-ae8c-ab7832dde10a,2.0,1.0,1.0,9603725.8,10000.0,4806862.9,6.0,6.0,6.0,118543.0,118543.0,118543.0,9294956.63,9294956.63,9294956.63,3.0,78.41,78.41,78.41,158.0,0.2562613816564786
2022-05-01,1209,e5498f0a-d801-405a-b06d-2f9fadbf7378,3.0,1.0,1.0,4087864.76,10000.0,1372621.58666667,14.0,14.0,14.0,185408.0,185408.0,185408.0,3995542.4,3995542.4,3995542.4,1.0,21.55,21.55,21.55,60.0,0.2626976479743997
2022-02-01,1210,e57c8579-9d23-409e-bd39-09f9a65ec536,3.0,1.0,1.0,4490835.1,10000.0,1506945.03333333,18.0,18.0,18.0,201238.0,201238.0,201238.0,4336678.9,4336678.9,4336678.9,1.0,21.55,21.55,21.55,9.0,0.2562613816564786
2023-01-01,1211,e71bfa90-d46b-ed11-b822-005056b8a6c4,3.0,1.0,1.0,12161977.33,10000.0,4067325.77666667,18.0,18.0,18.0,257606.0,257606.0,257606.0,10533509.34,10533509.34,10533509.34,1.0,40.89,40.89,40.89,9.0,0.2865632104775509
2021-11-01,1212,e7b544ba-b295-4f9f-a10e-3d02bd7ab63d,2.0,1.0,1.0,4541985.0,10000.0,2275992.5,9.0,9.0,9.0,151279.0,151279.0,151279.0,4551985.11,4551985.11,4551985.11,1.0,30.09,30.09,30.09,44.0,0.2562613816564786
2023-02-01,1213,e8382693-d144-4662-a0f3-c0434e77835c,3.0,1.0,1.0,6552741.13,10000.0,2194247.04333333,5.0,5.0,5.0,192667.0,192667.0,192667.0,5793496.69,5793496.69,5793496.69,1.0,30.07,30.07,30.07,233.0,0.2586847368149679
2022-11-01,1214,e8f70e29-6d8d-47e3-9e10-aa2f288e5c95,2.0,1.0,1.0,6220284.12,10000.0,3115142.06,11.0,11.0,11.0,164858.0,164858.0,164858.0,5946428.06,5946428.06,5946428.06,1.0,36.07,36.07,36.07,409.0,0.2651071595085146
2022-02-01,1215,e9f5d828-9bd3-4436-85eb-03c3f01b738d,10.0,5.0,5.0,2804352.24,10500.0,1268965.672,3.0,1.0,2.0,104019.0,95200.0,100713.0,2804352.24,2463776.0,2676516.348,1.0,26.97,25.88,26.564,508.0,0.2562613816564786
2022-07-01,1216,ea3a7ea7-acbc-4734-b376-5adb045b2af2,3.0,0.0,2.0,3392673.76,27000.0,2270782.50666667,22.0,22.0,22.0,100822.4,100822.4,100822.4,3392673.76,3392673.76,3392673.76,1.0,33.65,33.65,33.65,1491.0,0.2562613816564786
2023-02-01,1217,ea595247-a57b-43c5-8f14-93077d61a313,2.0,1.0,1.0,6446024.66,10000.0,3228012.33,3.0,3.0,3.0,159969.0,159969.0,159969.0,6038829.75,6038829.75,6038829.75,1.0,37.75,37.75,37.75,582.0,0.2597011609381047
2022-08-01,1218,ec168ac9-9bb5-4116-a68c-486ef39b2f06,3.0,1.0,1.0,4343267.1,10000.0,1457422.36666667,6.0,6.0,6.0,191551.0,191551.0,191551.0,4141332.62,4141332.62,4141332.62,1.0,21.62,21.62,21.62,244.0,0.2562613816564786
2022-01-01,1219,ec514433-e9dc-49e4-a7f9-f1c5e3556c6d,3.0,2.0,1.0,5858253.98,10000.0,1959417.99333333,11.0,11.0,11.0,193521.0,152659.0,166279.66666667,7824054.03,6176583.14,6725740.10333333,1.0,40.46,40.43,40.45,153.0,0.2586341101751527
2023-02-01,1220,ecc096c7-064b-ed11-b824-005056b89b68,3.0,1.0,1.0,4752650.75,10000.0,1594216.91666667,7.0,7.0,7.0,191776.0,191776.0,191776.0,4980422.72,4980422.72,4980422.72,1.0,25.97,25.97,25.97,99.0,0.2627605208078818
2022-08-01,1222,edfe1910-fdc2-ec11-b823-005056b825cd,3.0,1.0,1.0,10279526.91,20000.0,3439842.30333333,8.0,8.0,8.0,197689.0,197689.0,197689.0,9459418.65,9459418.65,9459418.65,2.0,47.85,47.85,47.85,41.0,0.2583063057396068
2022-05-01,1223,ee2d2c1e-7ef8-4336-b606-0cc62760c1a6,6.0,2.0,2.0,11572549.3,5000.0,3481658.68,23.0,21.0,22.0,174881.0,173540.0,174210.5,11991590.17,9551641.6,10771615.885,2.5,68.57,55.04,61.805,185.0,0.2560610222605129
2022-11-01,1224,ef9fd08d-d4e7-ec11-b824-005056b89b68,3.0,1.0,1.0,8767719.82,10000.0,2932573.27333333,18.0,18.0,18.0,215178.0,215178.0,215178.0,7821720.3,7821720.3,7821720.3,1.0,36.35,36.35,36.35,128.0,0.2585078115133585
2022-09-01,1225,f1393b31-aa56-444f-a66f-774310b19ee6,3.0,1.0,1.0,4146404.72,10000.0,1392134.90666667,1.0,1.0,1.0,178796.0,178796.0,178796.0,3457914.64,3457914.64,3457914.64,1.0,19.34,19.34,19.34,178.0,0.2569190620677391
2021-12-01,1226,f1880570-2cb4-4815-96d4-900183e8c785,2.0,1.0,1.0,2750942.43,10500.0,1380721.215,8.0,8.0,8.0,78100.0,78100.0,78100.0,3104475.0,3104475.0,3104475.0,1.0,39.75,39.75,39.75,961.0,0.2660538358310474
2022-09-01,1227,f219b944-1c48-4fef-a156-fcc0da53f223,4.0,1.0,2.0,6244718.73,10000.0,3129859.365,8.0,8.0,8.0,160023.0,160023.0,160023.0,5914450.08,5914450.08,5914450.08,1.0,36.96,36.96,36.96,139.0,0.2562613816564786
2022-07-01,1228,f43181d2-27e4-41a2-95c4-995fec39ba84,3.0,1.0,1.0,8016934.76,5000.0,2677311.58666667,21.0,21.0,21.0,178978.0,178978.0,178978.0,8277732.5,8277732.5,8277732.5,2.0,46.25,46.25,46.25,254.0,0.2560610222605129
2022-10-01,1229,f4444a17-ddee-ec11-b824-005056b89b68,3.0,1.0,1.0,8910813.29,10000.0,2980271.09666667,8.0,8.0,8.0,150167.0,150167.0,150167.0,7912299.23,7912299.23,7912299.23,2.0,52.69,52.69,52.69,55.0,0.2583063057396068
2023-01-01,1230,f5159d6a-3796-4af5-a189-5f4150476d8a,3.0,1.0,1.0,13733377.13,27000.0,4596792.37666667,5.0,5.0,5.0,444705.0,444705.0,444705.0,13563502.5,13563502.5,13563502.5,1.0,30.5,30.5,30.5,453.0,0.2572174233749946
2022-06-01,1232,f5e7c443-1298-46a9-aa52-e6ab713bd7c6,3.0,1.0,1.0,10006262.14,10000.0,3345087.38,10.0,10.0,10.0,141273.0,141273.0,141273.0,9138950.37,9138950.37,9138950.37,2.0,64.69,64.69,64.69,165.0,0.2639087546393144
2022-08-01,1233,f7126239-14b9-44c3-bc55-6c88e57514bf,3.0,1.0,1.0,13166723.56,30000.0,4408907.85333333,5.0,5.0,5.0,334961.0,334961.0,334961.0,13465432.2,13465432.2,13465432.2,2.0,40.2,40.2,40.2,95.0,0.2572174233749946
2021-10-01,1234,f718ee80-fff1-4064-baf7-d06937a41ce5,3.0,1.0,1.0,6084938.41,10000.0,2040646.13666667,4.0,4.0,4.0,225685.0,225685.0,225685.0,5829443.55,5829443.55,5829443.55,1.0,25.83,25.83,25.83,68.0,0.2562613816564786
2023-01-01,1235,f75416ab-7cfb-ec11-b822-005056b8a6c4,3.0,1.0,1.0,8472389.32,10000.0,2837463.10666667,24.0,24.0,24.0,274002.0,274002.0,274002.0,8422821.48,8422821.48,8422821.48,1.0,30.74,30.74,30.74,177.0,0.2562613816564786
2023-01-01,1236,f773fb2e-06e2-4e39-bbe9-f0148284bcf6,2.0,1.0,1.0,4440510.27,10000.0,2225255.135,10.0,10.0,10.0,148005.0,148005.0,148005.0,4450510.35,4450510.35,4450510.35,1.0,30.07,30.07,30.07,519.0,0.2562613816564786
2022-07-01,1237,f85f708b-5c20-4771-9994-634a2168f6cc,3.0,1.0,1.0,5609642.21,10000.0,1879547.40333333,9.0,9.0,9.0,156762.0,156762.0,156762.0,5483534.76,5483534.76,5483534.76,1.0,34.98,34.98,34.98,209.0,0.2562613816564786
2022-12-01,1238,fa6af227-5e0e-44df-ba61-e56a96f46758,3.0,1.0,1.0,7525516.98,10000.0,2520838.99333333,11.0,11.0,11.0,249953.0,249953.0,249953.0,7423604.1,7423604.1,7423604.1,1.0,29.7,29.7,29.7,333.0,0.2560610222605129
2022-06-01,1239,fafcc60b-468e-4353-a622-6df17331aae1,6.0,2.0,2.0,6901044.33,10000.0,2211040.925,2.0,2.0,2.0,272928.0,260643.0,266785.5,6857517.33,6222758.4,6540137.865,1.0,26.31,22.8,24.555,102.0,0.2562613816564786
2021-11-01,1240,fc11bfba-ee6e-4b7e-9cba-b0f4ebe7abbe,3.0,1.0,1.0,12505444.84,10000.0,4180814.94666667,19.0,19.0,19.0,170423.0,170423.0,170423.0,11685905.11,11685905.11,11685905.11,3.0,68.57,68.57,68.57,62.0,0.2577886387214199
2022-08-01,1241,fc4b5aa0-c4d6-4394-93db-57a1505e66c4,3.0,1.0,2.0,6525836.74,10000.0,4353891.16,5.0,5.0,5.0,119597.0,119597.0,119597.0,6601754.4,6601754.4,6601754.4,2.0,56.48,56.48,56.48,,0.2769020267137805
2022-04-01,1242,fc8a3407-7b73-4774-a08b-1077c462afec,9.0,5.0,2.0,10774965.89,5000.0,2383771.09222222,21.0,3.0,9.22222222222222,283842.0,190620.0,212266.24222222,14317989.98,7549601.88,11143889.40888889,2.0,55.77,35.03,52.74444444444444,50.0,0.2711261707340391
2021-12-01,1243,fe607767-bd36-4a64-8bc7-3e273f201c6e,2.0,1.0,1.0,5530431.92,50000.0,2790215.96,3.0,3.0,3.0,214632.0,214632.0,214632.0,5580432.0,5580432.0,5580432.0,1.0,26.0,26.0,26.0,163.0,0.2562613816564786
2022-08-01,1244,fff47570-4971-45b1-be9d-9c001df32cbc,3.0,2.0,1.0,5601171.68,10000.0,1873723.89333333,16.0,7.0,10.0,158514.0,152188.0,154296.66666667,5611171.56,5467147.86,5563163.66,1.0,36.87,34.49,36.07666666666667,417.0,0.2562613816564786
2023-01-01,1245,00009ce5-fcb7-48e7-9935-ed7fb6e39edb,7.0,2.0,2.0,10382259.38,0.0,1544321.20142857,8.0,-1.0,4.142857142857143,304479.0,91594.0,213242.57142857,11545843.68,448810.6,6789972.36,1.0,37.92,4.9,23.76857142857143,335.0,0.2602155673108997
2022-12-01,1247,00963600-d463-4a83-aa48-892dea8e5fa2,3.0,1.0,1.0,10854551.32,10000.0,3631517.10666667,15.0,15.0,15.0,207985.0,207985.0,207985.0,10675870.05,10675870.05,10675870.05,2.0,51.33,51.33,51.33,289.0,0.2560610222605129
2023-02-01,1249,045624e9-0012-43e7-aab0-3638cb53971e,10.0,3.0,3.0,16679213.77,5000.0,2218167.377,27.0,1.0,13.8,208389.0,65110.0,119852.4,12872100.24,274124.27,6457823.673,2.857142857142857,74.08,3.31,49.541,43.0,0.2760338637984799
2021-05-01,1251,04d6313c-95a9-4503-9199-618ca67592a3,2.0,1.0,1.0,4327212.58,10500.0,2168856.29,10.0,10.0,10.0,162006.0,162006.0,162006.0,4600970.4,4600970.4,4600970.4,1.0,28.4,28.4,28.4,250.0,0.2562613816564786
2022-04-01,1252,04dd0f3e-bb2c-4024-a92c-576b18d87495,3.0,1.0,1.0,13186952.24,27000.0,4414650.74666667,17.0,17.0,17.0,236017.0,236017.0,236017.0,13216952.0,13216952.0,13216952.0,2.0,56.0,56.0,56.0,590.0,0.2562613816564786
2022-11-01,1253,0500917d-0631-ed11-b822-005056b8a6d9,3.0,1.0,1.0,7327516.84,10000.0,2452505.61333333,6.0,6.0,6.0,168599.0,168599.0,168599.0,7165457.5,7165457.5,7165457.5,1.0,42.5,42.5,42.5,36.0,0.2791251229063234
2022-11-01,1254,05eb7e70-9739-43ac-94d8-8238938205cf,4.0,2.0,1.0,9292796.61,10000.0,2334949.1525,31.0,27.0,28.0,168578.0,163107.0,164474.75,8892593.64,7164565.0,8460586.48,1.75,54.52,42.5,51.515,456.0,0.2560610222605129
2023-01-01,1255,06b0ad5c-9c32-462e-8836-13550d5fc8d9,5.0,3.0,2.0,13895114.05,10000.0,5559424.0,7.0,5.0,5.8,183605.0,166079.0,176594.6,15606425.0,14116715.0,15010541.0,3.0,85.0,85.0,85.0,597.0,0.2562613816564786
2022-09-01,1256,071abcb4-4559-4c9e-b1f4-ac58ec216a92,2.0,1.0,1.0,4542699.55,10000.0,2276349.775,9.0,9.0,9.0,202717.0,202717.0,202717.0,4496263.06,4496263.06,4496263.06,1.0,22.18,22.18,22.18,304.0,0.256437301200215
2022-04-01,1257,0772a944-9de9-43ee-b1eb-e0f27b139c09,3.0,1.0,1.0,13185950.54,0.0,4398650.18,10.0,10.0,10.0,211169.0,211169.0,211169.0,13195950.81,13195950.81,13195950.81,2.0,62.49,62.49,62.49,116.0,0.2560610222605129
2022-06-01,1258,07ec9b62-8fbe-476a-bc04-6dd1b8041448,3.0,1.0,1.0,8209469.64,27000.0,2762156.54666667,15.0,15.0,15.0,164433.0,164433.0,164433.0,8259469.59,8259469.59,8259469.59,2.0,50.23,50.23,50.23,333.0,0.2755346488765283
2021-11-01,1259,08254544-b054-4ce0-9587-0dfd36af41ff,2.0,1.0,1.0,2985850.0,10500.0,1498175.0,10.0,10.0,10.0,87500.0,87500.0,87500.0,3143000.0,3143000.0,3143000.0,1.0,35.92,35.92,35.92,1013.0,0.2562613816564786
2022-06-01,1260,087d542a-27f4-4f55-9eec-ca93c9771026,3.0,1.0,2.0,2683424.11,10000.0,1792282.74,26.0,26.0,26.0,94478.0,94478.0,94478.0,3448447.0,3448447.0,3448447.0,1.0,35.52,35.52,35.52,1492.0,0.2562613816564786
2021-10-01,1262,09c866c8-0cf5-4707-8cd5-6b626de1f69f,2.0,1.0,1.0,5926017.35,10000.0,2968008.675,13.0,13.0,13.0,142571.0,142571.0,142571.0,5524626.25,5524626.25,5524626.25,1.0,38.75,38.75,38.75,117.0,0.2515890965784454
2022-10-01,1263,0b7c3393-b0a7-ec11-b825-005056b81dee,3.0,1.0,1.0,8485242.69,10000.0,2841747.56333333,16.0,16.0,16.0,234855.0,234855.0,234855.0,9124116.75,9124116.75,9124116.75,1.0,38.85,38.85,38.85,186.0,0.2569190620677391
2022-07-01,1264,0b7f26df-842a-407f-837a-8ebaa11920db,3.0,1.0,1.0,8489248.83,10000.0,2844749.61,2.0,2.0,2.0,255548.0,255548.0,255548.0,9442498.6,9442498.6,9442498.6,1.0,36.95,36.95,36.95,148.0,0.2562613816564786
2022-10-01,1265,0c24d571-40e5-4e27-9786-453925ca0e33,3.0,1.0,1.0,12100421.89,27000.0,4059140.63,8.0,8.0,8.0,206289.0,206289.0,206289.0,12150422.1,12150422.1,12150422.1,2.0,58.7,58.7,58.7,,0.2530169467321295
2023-01-01,1266,0c8f4a41-db55-403f-8d36-ae3d2fa200cb,9.0,3.0,3.0,13032017.06,5000.0,1485575.75111111,7.0,-1.0,1.6666666666666667,275109.0,74824.0,152991.33333333,12784315.23,317253.76,4475503.72333333,2.0,46.47,2.98,17.89666666666667,19.0,0.2862626286775978
2021-11-01,1268,0e2e6578-279f-43ad-bfbe-14dc241253be,2.0,1.0,1.0,4100920.06,10000.0,2055460.03,19.0,19.0,19.0,183556.0,183556.0,183556.0,4007027.48,4007027.48,4007027.48,1.0,21.83,21.83,21.83,16.0,0.2562613816564786
2023-02-01,1269,0e786760-3e64-ed11-b824-005056b89b68,3.0,1.0,1.0,14116500.8,10000.0,4718833.6,2.0,2.0,2.0,240753.0,240753.0,240753.0,14563148.97,14563148.97,14563148.97,2.0,60.49,60.49,60.49,60.0,0.2655793694208069
